datetime,storage (acre-feet),release volume (acre-feet),pool elevation (feet),total release (cfs),Powell total release (cfs),Powell release volume (acre-feet),T_max (degrees f),T_min(degrees f),precipitation (inches),snow (inches),snow depth (inches)
1980-03-31,23335000,40859.5041,1202.87,20600,14500,28760.3306,61,44,0,0,0
1980-04-01,23301000,42446.281,1202.64001,21400,15300,30347.1074,55,43,0,0,0
1980-04-02,23292000,38479.3388,1202.57996,19400,15200,30148.7603,63,38,0,0,0
1980-04-03,23282000,45818.1818,1202.51001,23100,11100,22016.5289,66,42,0,0,0
1980-04-04,23272000,39272.7273,1202.43994,19800,12900,25586.7769,71,44,0,0,0
1980-04-05,23280000,10571.9008,1202.5,5330,9680,19200,75,54,0,0,0
1980-04-06,23304000,6168.59504,1202.66003,3110,9700,19239.6694,77,51,0,0,0
1980-04-07,23288000,39669.4215,1202.55005,20000,14100,27966.9422,68,50,0,0,0
1980-04-08,23261000,48396.6942,1202.37,24400,18200,36099.1736,74,42,0,0,0
1980-04-09,23253000,40462.8099,1202.31006,20400,13600,26975.2066,83,48,0,0,0
1980-04-10,23248000,41454.5455,1202.28003,20900,15000,29752.0661,83,51,0,0,0
1980-04-11,23231000,44231.405,1202.16003,22300,17400,34512.3967,69,55,0,0,0
1980-04-12,23236000,34115.7025,1202.19995,17200,11900,23603.3058,73,47,0,0,0
1980-04-13,23244000,30148.7603,1202.25,15200,20800,41256.1984,71,49,0,0,0
1980-04-14,23231000,45619.8347,1202.16003,23000,17800,35305.7851,81,47,0,0,0
1980-04-15,23231000,49785.124,1202.16003,25100,16900,33520.6612,84,53,0,0,0
1980-04-16,23226000,45223.1405,1202.13,22800,18200,36099.1736,84,51,0,0,0
1980-04-17,23217000,45619.8347,1202.06995,23000,15200,30148.7603,88,52,0,0,0
1980-04-18,23212000,46413.2231,1202.03003,23400,15900,31537.1901,91,53,0,0,0
1980-04-19,23232000,13408.2645,1202.17004,6760,9910,19656.1984,93,56,0,0,0
1980-04-20,23251000,18287.6033,1202.30005,9220,6750,13388.4298,94,62,0,0,0
1980-04-21,23235000,40859.5041,1202.18994,20600,11300,22413.2231,77,55,0,0,0
1980-04-22,23213000,47801.6529,1202.04004,24100,13400,26578.5124,66,46,0,0,0
1980-04-23,23198000,47404.9587,1201.93994,23900,17600,34909.0909,67,46,0,0,0
1980-04-24,23190000,46611.5703,1201.88,23500,17800,35305.7851,78,47,0,0,0
1980-04-25,23190000,46611.5703,1201.88,23500,18500,36694.2149,83,55,0,0,0
1980-04-26,23207000,24396.6942,1202,12300,14300,28363.6364,86,56,0,0,0
1980-04-27,23226000,21421.4876,1202.13,10800,11200,22214.876,88,60,0,0,0
1980-04-28,23216000,44628.0992,1202.06006,22500,16200,32132.2314,76,60,0.01,0,0
1980-04-29,23206000,39272.7273,1201.98999,19800,14000,27768.595,63,53,0.05,0,0
1980-04-30,23198000,44826.4463,1201.93994,22600,15300,30347.1074,66,52,0.12,0,0
1980-05-01,23197000,38677.686,1201.93005,19500,14100,27966.9422,73,56,0,0,0
1980-05-02,23191000,44231.405,1201.89001,22300,11500,22809.9174,80,52,0,0,0
1980-05-03,23200000,26380.1653,1201.94995,13300,11700,23206.6116,86,57,0,0,0
1980-05-04,23210000,21818.1818,1202.02002,11000,8810,17474.3802,90,60,0,0,0
1980-05-05,23197000,45024.7934,1201.93005,22700,10700,21223.1405,91,63,0,0,0
1980-05-06,23169000,47603.3058,1201.73999,24000,12500,24793.3884,92,64,0,0,0
1980-05-07,23156000,45024.7934,1201.65002,22700,11600,23008.2645,86,65,0,0,0
1980-05-08,23139000,46413.2231,1201.53003,23400,11200,22214.876,86,55,0,0,0
1980-05-09,23112000,47206.6116,1201.34998,23800,10100,20033.0579,74,58,0,0,0
1980-05-10,23117000,20826.4463,1201.38,10500,8450,16760.3306,69,53,0,0,0
1980-05-11,23130000,14657.8512,1201.46997,7390,7230,14340.4959,68,48,0,0,0
1980-05-12,23115000,40462.8099,1201.37,20400,9840,19517.3554,76,50,0,0,0
1980-05-13,23090000,45619.8347,1201.19995,23000,10800,21421.4876,78,53,0,0,0
1980-05-14,23063000,51966.9422,1201.01001,26200,15700,31140.4959,72,56,0.13,0,0
1980-05-15,23040000,51966.9422,1200.84998,26200,12000,23801.6529,80,55,0,0,0
1980-05-16,23021000,54545.4546,1200.71997,27500,12800,25388.4298,89,56,0,0,0
1980-05-17,23012000,35702.4793,1200.66003,18000,16800,33322.3141,83,65,0,0,0
1980-05-18,23018000,28165.2893,1200.69995,14200,16900,33520.6612,89,61,0,0,0
1980-05-19,23000000,53157.0248,1200.57996,26800,19400,38479.3388,93,63,0,0,0
1980-05-20,23002000,37289.2562,1200.58997,18800,12800,25388.4298,96,64,0,0,0
1980-05-21,23010000,33917.3554,1200.65002,17100,11800,23404.9587,94,64,0,0,0
1980-05-22,23003000,39669.4215,1200.59998,20000,11900,23603.3058,86,61,0,0,0
1980-05-23,22964000,56925.6198,1200.32996,28700,16800,33322.3141,73,48,0,0,0
1980-05-24,22957000,38876.0331,1200.28003,19600,16800,33322.3141,64,48,0.02,0,0
1980-05-25,22958000,32330.5785,1200.29004,16300,11100,22016.5289,72,49,0,0,0
1980-05-26,22961000,32330.5785,1200.31006,16300,15800,31338.843,77,50,0,0,0
1980-05-27,22938000,49785.124,1200.15002,25100,19000,37685.9504,79,54,0,0,0
1980-05-28,22920000,48198.3471,1200.03003,24300,19000,37685.9504,77,53,0,0,0
1980-05-29,22913000,48793.3884,1199.97998,24600,19600,38876.0331,83,56,0,0,0
1980-05-30,22899000,50975.2066,1199.88,25700,20500,40661.157,82,56,0,0,0
1980-05-31,22906000,32330.5785,1199.93005,16300,19000,37685.9504,85,57,0,0,0
1980-06-01,22925000,20628.0992,1200.06006,10400,12000,23801.6529,86,57,0,0,0
1980-06-02,22932000,32330.5785,1200.10999,16300,18900,37487.6033,89,64,0,0,0
1980-06-03,22918000,38082.6446,1200.01001,19200,19100,37884.2975,88,65,0,0,0
1980-06-04,22918000,35107.438,1200.01001,17700,18100,35900.8265,89,68,0,0,0
1980-06-05,22928000,28561.9835,1200.07996,14400,21600,42842.9752,88,65,0,0,0
1980-06-06,22936000,29950.4132,1200.14001,15100,21700,43041.3223,87,64,0,0,0
1980-06-07,22960000,21223.1405,1200.30005,10700,20300,40264.4628,95,60,0,0,0
1980-06-08,22980000,23603.3058,1200.43994,11900,20900,41454.5455,98,62,0,0,0
1980-06-09,22979000,44033.0579,1200.43005,22200,24800,49190.0826,101,63,0,0,0
1980-06-10,22974000,44628.0992,1200.40002,22500,26200,51966.9422,103,71,0,0,0
1980-06-11,22981000,42644.6281,1200.44995,21500,26400,52363.6364,99,74,0,0,0
1980-06-12,22990000,41057.8512,1200.51001,20700,25800,51173.5537,94,70,0,0,0
1980-06-13,22999000,39471.0744,1200.56995,19900,28100,55735.5372,94,69,0,0,0
1980-06-14,23025000,23801.6529,1200.75,12000,29600,58710.7438,93,66,0,0,0
1980-06-15,23060000,24793.3884,1200.98999,12500,23900,47404.9587,95,63,0,0,0
1980-06-16,23066000,47801.6529,1201.03003,24100,26900,53355.3719,100,68,0,0,0
1980-06-17,23063000,47801.6529,1201.01001,24100,30700,60892.562,106,67,0,0,0
1980-06-18,23072000,43438.0165,1201.06995,21900,29700,58909.0909,102,71,0,0,0
1980-06-19,23095000,44429.7521,1201.22998,22400,25200,49983.4711,104,69,0,0,0
1980-06-20,23102000,43834.7107,1201.28003,22100,21700,43041.3223,100,71,0,0,0
1980-06-21,23118000,29157.0248,1201.39001,14700,6880,13646.281,101,69,0,0,0
1980-06-22,23133000,21421.4876,1201.48999,10800,13400,26578.5124,105,70,0,0,0
1980-06-23,23107000,41256.1984,1201.31006,20800,24400,48396.6942,99,77,0,0,0
1980-06-24,23092000,39272.7273,1201.20996,19800,32800,65057.8512,100,72,0,0,0
1980-06-25,23112000,39074.3802,1201.34998,19700,25300,50181.8182,103,67,0,0,0
1980-06-26,23123000,38280.9917,1201.42004,19300,31100,61685.9504,106,76,0,0,0
1980-06-27,23130000,45818.1818,1201.46997,23100,34500,68429.7521,106,78,0,0,0
1980-06-28,23168000,24595.0413,1201.72998,12400,34100,67636.3636,109,80,0,0,0
1980-06-29,23217000,22413.2231,1202.06995,11300,34200,67834.7107,109,85,0,0,0
1980-06-30,23247000,38280.9917,1202.27002,19300,33900,67239.6694,104,80,0,0,0
1980-07-01,23266000,42644.6281,1202.40002,21500,34200,67834.7107,88,68,0.36,0,0
1980-07-02,23307000,38677.686,1202.68005,19500,31400,62280.9917,93,67,0,0,0
1980-07-03,23336000,33123.9669,1202.88,16700,29100,57719.0083,100,72,0,0,0
1980-07-04,23374000,20033.0579,1203.14001,10100,27000,53553.719,104,75,0,0,0
1980-07-05,23408000,21421.4876,1203.37,10800,27700,54942.1488,106,76,0,0,0
1980-07-06,23436000,18783.4711,1203.56006,9470,28000,55537.1901,106,77,0,0,0
1980-07-07,23460000,36495.8678,1203.71997,18400,28800,57123.9669,96,78,0.07,0,0
1980-07-08,23473000,41454.5455,1203.81006,20900,27900,55338.843,97,75,0,0,0
1980-07-09,23492000,35107.438,1203.93994,17700,25500,50578.5124,105,71,0,0,0
1980-07-10,23496000,47008.2645,1203.96997,23700,26600,52760.3306,107,75,0,0,0
1980-07-11,23496000,46611.5703,1203.96997,23500,25800,51173.5537,109,76,0,0,0
1980-07-12,23521000,21421.4876,1204.14001,10800,26100,51768.595,106,83,0,0,0
1980-07-13,23550000,16839.6694,1204.32996,8490,24600,48793.3884,100,76,0,0,0
1980-07-14,23558000,39272.7273,1204.39001,19800,24400,48396.6942,101,74,0,0,0
1980-07-15,23566000,40859.5041,1204.43994,20600,23800,47206.6116,105,73,0,0,0
1980-07-16,23563000,46016.5289,1204.42004,23200,26400,52363.6364,110,77,0,0,0
1980-07-17,23566000,43834.7107,1204.43994,22100,25100,49785.124,110,83,0,0,0
1980-07-18,23563000,49586.7769,1204.42004,25000,24300,48198.3471,110,82,0,0,0
1980-07-19,23579000,26380.1653,1204.53003,13300,23100,45818.1818,109,79,0,0,0
1980-07-20,23601000,24396.6942,1204.68005,12300,23300,46214.876,107,76,0,0,0
1980-07-21,23595000,48595.0413,1204.64001,24500,23700,47008.2645,110,79,0,0,0
1980-07-22,23579000,51371.9008,1204.53003,25900,23500,46611.5703,111,85,0,0,0
1980-07-23,23578000,50181.8182,1204.52002,25300,24500,48595.0413,109,84,0,0,0
1980-07-24,23579000,52958.6777,1204.53003,26700,24100,47801.6529,109,82,0,0,0
1980-07-25,23573000,48000,1204.48999,24200,22800,45223.1405,113,86,0,0,0
1980-07-26,23586000,30743.8017,1204.57996,15500,22500,44628.0992,109,84,0,0,0
1980-07-27,23597000,29157.0248,1204.65002,14700,24400,48396.6942,108,83,0,0,0
1980-07-28,23598000,45024.7934,1204.66003,22700,25300,50181.8182,114,84,0,0,0
1980-07-29,23597000,44033.0579,1204.65002,22200,24800,49190.0826,108,88,0,0,0
1980-07-30,23595000,50776.8595,1204.64001,25600,25500,50578.5124,106,82,0,0,0
1980-07-31,23597000,49190.0826,1204.65002,24800,24900,49388.4298,104,79,0,0,0
1980-08-01,23597000,46016.5289,1204.65002,23200,24100,47801.6529,111,83,0,0,0
1980-08-02,23617000,24793.3884,1204.79004,12500,24500,48595.0413,112,87,0,0,0
1980-08-03,23631000,25388.4298,1204.88,12800,22500,44628.0992,109,87,0,0,0
1980-08-04,23628000,44826.4463,1204.85999,22600,22500,44628.0992,108,83,0,0,0
1980-08-05,23622000,45421.4876,1204.81995,22900,22600,44826.4463,106,82,0,0,0
1980-08-06,23616000,47801.6529,1204.78003,24100,22800,45223.1405,107,79,0,0,0
1980-08-07,23607000,48991.7355,1204.71997,24700,22800,45223.1405,110,80,0,0,0
1980-08-08,23601000,44826.4463,1204.68005,22600,19400,38479.3388,112,81,0,0,0
1980-08-09,23613000,25388.4298,1204.76001,12800,25100,49785.124,112,85,0,0,0
1980-08-10,23626000,27173.5537,1204.84998,13700,22800,45223.1405,111,80,0,0,0
1980-08-11,23629000,43041.3223,1204.87,21700,23600,46809.9174,113,79,0,0,0
1980-08-12,23622000,47404.9587,1204.81995,23900,24000,47603.3058,112,87,0,0,0
1980-08-13,23619000,46016.5289,1204.80005,23200,23800,47206.6116,108,80,0,0,0
1980-08-14,23610000,47206.6116,1204.73999,23800,24000,47603.3058,103,81,0,0,0
1980-08-15,23606000,45421.4876,1204.70996,22900,23200,46016.5289,99,72,0,0,0
1980-08-16,23631000,21619.8347,1204.88,10900,21100,41851.2397,99,72,0,0,0
1980-08-17,23641000,26380.1653,1204.94995,13300,20800,41256.1984,101,69,0,0,0
1980-08-18,23629000,48793.3884,1204.87,24600,21200,42049.5868,100,71,0,0,0
1980-08-19,23617000,45024.7934,1204.79004,22700,20600,40859.5041,94,72,0,0,0
1980-08-20,23616000,41454.5455,1204.78003,20900,20900,41454.5455,97,71,0,0,0
1980-08-21,23606000,48793.3884,1204.70996,24600,16000,31735.5372,101,69,0,0,0
1980-08-22,23597000,45421.4876,1204.65002,22900,20700,41057.8512,101,74,0,0,0
1980-08-23,23585000,40661.157,1204.56995,20500,20800,41256.1984,100,71,0,0,0
1980-08-24,23586000,38082.6446,1204.57996,19200,18900,37487.6033,99,70,0,0,0
1980-08-25,23583000,49586.7769,1204.56006,25000,19700,39074.3802,95,72,0,0,0
1980-08-26,23585000,30942.1488,1204.56995,15600,15200,30148.7603,101,71,0,0,0
1980-08-27,23589000,31140.4959,1204.59998,15700,18800,37289.2562,101,73,0,0,0
1980-08-28,23581000,31933.8843,1204.54004,16100,16200,32132.2314,100,75,0,0,0
1980-08-29,23575000,36495.8678,1204.5,18400,15400,30545.4546,101,77,0,0,0
1980-08-30,23581000,24396.6942,1204.54004,12300,15400,30545.4546,97,76,0,0,0
1980-08-31,23586000,23801.6529,1204.57996,12000,15200,30148.7603,96,66,0,0,0
1980-09-01,23589000,24396.6942,1204.59998,12300,15300,30347.1074,98,66,0,0,0
1980-09-02,23572000,46413.2231,1204.47998,23400,18400,36495.8678,101,71,0,0,0
1980-09-03,23566000,31933.8843,1204.43994,16100,14700,29157.0248,101,71,0,0,0
1980-09-04,23548000,51371.9008,1204.31995,25900,20800,41256.1984,102,70,0,0,0
1980-09-05,23533000,43834.7107,1204.21997,22100,19900,39471.0744,99,74,0,0,0
1980-09-06,23554000,18525.6198,1204.35999,9340,16100,31933.8843,100,75,0,0,0
1980-09-07,23569000,19735.5372,1204.45996,9950,17900,35504.1322,94,75,0.01,0,0
1980-09-08,23569000,30942.1488,1204.45996,15600,19300,38280.9917,92,72,0,0,0
1980-09-09,23583000,30347.1074,1204.56006,15300,19100,37884.2975,83,63,0.17,0,0
1980-09-10,23582000,32330.5785,1204.55005,16300,18700,37090.9091,90,60,0,0,0
1980-09-11,23594000,33520.6612,1204.63,16900,19200,38082.6446,92,63,0,0,0
1980-09-12,23595000,39471.0744,1204.64001,19900,19900,39471.0744,95,67,0,0,0
1980-09-13,23615000,15629.7521,1204.77002,7880,15100,29950.4132,97,71,0,0,0
1980-09-14,23635000,14776.8595,1204.91003,7450,13800,27371.9008,95,68,0,0,0
1980-09-15,23635000,30942.1488,1204.91003,15600,18000,35702.4793,95,64,0,0,0
1980-09-16,23628000,34115.7025,1204.85999,17200,16500,32727.2727,97,67,0,0,0
1980-09-17,23625000,39074.3802,1204.83997,19700,14000,27768.595,103,72,0,0,0
1980-09-18,23622000,30148.7603,1204.81995,15200,16600,32925.6198,105,79,0,0,0
1980-09-19,23616000,29553.719,1204.78003,14900,18000,35702.4793,95,72,0,0,0
1980-09-20,23631000,13566.9422,1204.88,6840,16700,33123.9669,94,63,0,0,0
1980-09-21,23653000,16284.2975,1205.03003,8210,14300,28363.6364,89,63,0,0,0
1980-09-22,23647000,30545.4546,1204.98999,15400,15900,31537.1901,87,61,0,0,0
1980-09-23,23641000,28760.3306,1204.94995,14500,15600,30942.1488,90,57,0,0,0
1980-09-24,23638000,32528.9256,1204.93005,16400,15200,30148.7603,95,59,0,0,0
1980-09-25,23634000,33719.0083,1204.90002,17000,14100,27966.9422,95,64,0,0,0
1980-09-26,23635000,27173.5537,1204.91003,13700,11600,23008.2645,95,62,0,0,0
1980-09-27,23643000,15014.876,1204.95996,7570,14600,28958.6777,96,66,0,0,0
1980-09-28,23651000,14122.3141,1205.02002,7120,14200,28165.2893,99,65,0,0,0
1980-09-29,23647000,33719.0083,1204.98999,17000,16800,33322.3141,99,66,0,0,0
1980-09-30,23637000,36495.8678,1204.92004,18400,14400,28561.9835,99,65,0,0,0
1980-10-01,23638000,28958.6777,1204.93005,14600,8160,16185.124,101,65,0,0,0
1980-10-02,23635000,32132.2314,1204.91003,16200,11100,22016.5289,100,67,0,0,0
1980-10-03,23612000,36694.2149,1204.75,18500,12200,24198.3471,99,64,0,0,0
1980-10-04,23607000,27570.2479,1204.71997,13900,9520,18882.6446,98,65,0,0,0
1980-10-05,23609000,17097.5207,1204.72998,8620,12600,24991.7355,99,66,0,0,0
1980-10-06,23595000,33123.9669,1204.64001,16700,17300,34314.0496,98,66,0,0,0
1980-10-07,23578000,40462.8099,1204.52002,20400,16400,32528.9256,96,65,0,0,0
1980-10-08,23572000,39471.0744,1204.47998,19900,17900,35504.1322,97,65,0,0,0
1980-10-09,23570000,34314.0496,1204.46997,17300,15300,30347.1074,97,64,0,0,0
1980-10-10,23561000,36694.2149,1204.41003,18500,17900,35504.1322,95,65,0,0,0
1980-10-11,23573000,18585.124,1204.48999,9370,15800,31338.843,95,70,0,0,0
1980-10-12,23589000,16482.6446,1204.59998,8310,7410,14697.5207,90,67,0,0,0
1980-10-13,23585000,29950.4132,1204.56995,15100,14200,28165.2893,85,61,0,0,0
1980-10-14,23561000,35504.1322,1204.41003,17900,17900,35504.1322,74,59,0,0,0
1980-10-15,23548000,37289.2562,1204.31995,18800,17500,34710.7438,66,51,0.03,0,0
1980-10-16,23551000,31735.5372,1204.33997,16000,13400,26578.5124,67,45,0,0,0
1980-10-17,23547000,38479.3388,1204.31006,19400,11100,22016.5289,68,42,0,0,0
1980-10-18,23552000,16899.1736,1204.34998,8520,6530,12952.0661,74,44,0,0,0
1980-10-19,23555000,18089.2562,1204.37,9120,4180,8290.90909,77,49,0,0,0
1980-10-20,23536000,34710.7438,1204.23999,17500,10400,20628.0992,79,50,0,0,0
1980-10-21,23510000,38677.686,1204.06006,19500,12400,24595.0413,80,49,0,0,0
1980-10-22,23488000,36297.5207,1203.91003,18300,14700,29157.0248,80,50,0,0,0
1980-10-23,23471000,40264.4628,1203.80005,20300,13300,26380.1653,76,50,0,0,0
1980-10-24,23458000,37487.6033,1203.70996,18900,14400,28561.9835,76,44,0,0,0
1980-10-25,23461000,15471.0744,1203.72998,7800,14800,29355.3719,73,44,0,0,0
1980-10-26,23476000,15847.9339,1203.82996,7990,10400,20628.0992,71,50,0.01,0,0
1980-10-27,23462000,37487.6033,1203.73999,18900,11600,23008.2645,68,46,0,0,0
1980-10-28,23451000,34710.7438,1203.66003,17500,11300,22413.2231,68,50,0,0,0
1980-10-29,23435000,35702.4793,1203.55005,18000,9040,17930.5785,70,41,0,0,0
1980-10-30,23412000,42644.6281,1203.40002,21500,11200,22214.876,74,43,0,0,0
1980-10-31,23385000,48000,1203.20996,24200,11800,23404.9587,76,48,0,0,0
1980-11-01,23390000,17176.8595,1203.34,8660,12800,25388.4298,76,45,0,0,0
1980-11-02,23398000,16720.6612,1203.30005,8430,10200,20231.405,77,47,0,0,0
1980-11-03,23393000,26975.2066,1203.27002,13600,13400,26578.5124,82,48,0,0,0
1980-11-04,23386000,29950.4132,1203.21997,15100,13200,26181.8182,85,54,0,0,0
1980-11-05,23382000,30942.1488,1203.18994,15600,15300,30347.1074,84,54,0,0,0
1980-11-06,23368000,42247.9339,1203.09998,21300,16900,33520.6612,82,53,0,0,0
1980-11-07,23358000,42842.9752,1203.03003,21600,17200,34115.7025,82,50,0,0,0
1980-11-08,23368000,18882.6446,1203.09998,9520,16300,32330.5785,78,51,0,0,0
1980-11-09,23387000,13447.9339,1203.22998,6780,15000,29752.0661,77,49,0,0,0
1980-11-10,23380000,37090.9091,1203.18005,18700,16400,32528.9256,81,49,0,0,0
1980-11-11,23373000,36297.5207,1203.13,18300,15800,31338.843,76,58,0,0,0
1980-11-12,23362000,41256.1984,1203.06006,20800,18700,37090.9091,71,51,0,0,0
1980-11-13,23355000,36892.562,1203.01001,18600,18100,35900.8265,65,45,0,0,0
1980-11-14,23352000,38677.686,1202.98999,19500,21100,41851.2397,60,38,0,0,0
1980-11-15,23364000,14816.5289,1203.06995,7470,20600,40859.5041,60,39,0,0,0
1980-11-16,23398000,9421.4876,1203.30005,4750,16500,32727.2727,59,38,0,0,0
1980-11-17,23398000,36297.5207,1203.30005,18300,18100,35900.8265,56,34,0,0,0
1980-11-18,23392000,35900.8265,1203.26001,18100,17100,33917.3554,62,30,0,0,0
1980-11-19,23390000,37884.2975,1203.25,19100,18500,36694.2149,63,32,0,0,0
1980-11-20,23387000,38479.3388,1203.22998,19400,19500,38677.686,67,38,0,0,0
1980-11-21,23383000,41057.8512,1203.19995,20700,18300,36297.5207,64,37,0,0,0
1980-11-22,23399000,18723.9669,1203.31006,9440,16200,32132.2314,67,44,0,0,0
1980-11-23,23411000,16561.9835,1203.39001,8350,17900,35504.1322,65,38,0,0,0
1980-11-24,23415000,31537.1901,1203.42004,15900,17700,35107.438,62,50,0,0,0
1980-11-25,23417000,29157.0248,1203.43005,14700,17200,34115.7025,59,41,0,0,0
1980-11-26,23414000,35702.4793,1203.41003,18000,17100,33917.3554,64,35,0,0,0
1980-11-27,23435000,11662.8099,1203.55005,5880,7930,15728.9256,66,34,0,0,0
1980-11-28,23449000,22214.876,1203.65002,11200,9930,19695.8678,69,37,0,0,0
1980-11-29,23454000,14400,1203.68005,7260,9520,18882.6446,64,38,0,0,0
1980-11-30,23454000,13547.1074,1203.68005,6830,9380,18604.9587,79,48,0,0,0
1980-12-01,23436000,36694.2149,1203.56006,18500,13300,26380.1653,65,43,0,0,0
1980-12-02,23420000,36694.2149,1203.44995,18500,13700,27173.5537,67,41,0,0,0
1980-12-03,23402000,38677.686,1203.32996,19500,14100,27966.9422,77,42,0,0,0
1980-12-04,23392000,38479.3388,1203.26001,19400,14200,28165.2893,66,52,0.01,0,0
1980-12-05,23380000,39074.3802,1203.18005,19700,15200,30148.7603,62,43,0,0,0
1980-12-06,23387000,21421.4876,1203.22998,10800,20300,40264.4628,61,36,0,0,0
1980-12-07,23402000,14975.2066,1203.32996,7550,15700,31140.4959,54,41,0,0,0
1980-12-08,23402000,36694.2149,1203.32996,18500,16200,32132.2314,55,35,0,0,0
1980-12-09,23396000,37090.9091,1203.29004,18700,17500,34710.7438,57,29,0,0,0
1980-12-10,23390000,38677.686,1203.25,19500,20800,41256.1984,58,27,0,0,0
1980-12-11,23385000,37289.2562,1203.20996,18800,19300,38280.9917,64,31,0,0,0
1980-12-12,23392000,34314.0496,1203.26001,17300,18200,36099.1736,59,36,0,0,0
1980-12-13,23414000,15570.2479,1203.41003,7850,13200,26181.8182,64,39,0,0,0
1980-12-14,23432000,14717.3554,1203.53003,7420,10100,20033.0579,64,33,0,0,0
1980-12-15,23432000,28363.6364,1203.53003,14300,11600,23008.2645,75,37,0,0,0
1980-12-16,23417000,33917.3554,1203.43005,17100,9190,18228.0992,74,44,0,0,0
1980-12-17,23410000,32727.2727,1203.38,16500,6770,13428.0992,70,42,0,0,0
1980-12-18,23398000,31338.843,1203.30005,15800,10500,20826.4463,66,40,0,0,0
1980-12-19,23374000,39669.4215,1203.14001,20000,17400,34512.3967,67,41,0,0,0
1980-12-20,23371000,20628.0992,1203.12,10400,14600,28958.6777,67,40,0,0,0
1980-12-21,23392000,18168.595,1203.26001,9160,6830,13547.1074,66,39,0,0,0
1980-12-22,23382000,36297.5207,1203.18994,18300,9310,18466.1157,64,39,0,0,0
1980-12-23,23365000,28760.3306,1203.07996,14500,8630,17117.3554,69,40,0,0,0
1980-12-24,23368000,15530.5785,1203.09998,7830,11200,22214.876,65,38,0,0,0
1980-12-25,23373000,17077.686,1203.13,8610,7220,14320.6612,66,37,0,0,0
1980-12-26,23370000,23008.2645,1203.10999,11600,9510,18862.8099,73,42,0,0,0
1980-12-27,23371000,12694.2149,1203.12,6400,7440,14757.0248,70,44,0,0,0
1980-12-28,23382000,13051.2397,1203.18994,6580,7880,15629.7521,73,47,0,0,0
